Title,Ingredients,Steps,Ingredients Cleaned
Dendeng Sapi,"500 gr daging sapi, potong tipis2--Secukupnya garam, gula--Secukupnya minyak goreng--💕Bumbu ungkep👇--5 siung bawang putih--1.5 sdm ketumbar--Sedikit garam--💕Bumbu sambal👇--20 bh cabe merah keriting--10 siung bawang merah--3 siung bawang putih--","1) Uleg kasar bumbu ungkep. Letakkan daging di wajan lalu balurkan dgn bumbu ungkep hingga rata. Ungkep daging dgn api sedang cenderung kecil hingga empuk, sambil sesekali diaduk2.. (air sisa ungkep jgn dibuang yaa)
2) Menunggu daging empuk.. uleg kasar bumbu sambal.
3) Stlh daging empuk, dinginkan sebentar, lalu tumbuk2 daging td dgn batu gilingan hingga dagingnya penyet melebar. Lalu goreng daging sebentar dgn api sedang dan jgn tlalu kering, angkat dan tiriskan.
4) Tumis bumbu sambal lalu masukkan air sisa ungkep daging td, aduk rata. Tambahkan garam+gula secukupnya. Tes rasa. Masak sambal dgn api sedang hingga matang. Masukkan daging, aduk rata. Matikan api.
5) Sajikan.","daging sapi , potong tipis , garam , gula , minyak goreng , bumbu ungkep , bawang putih , ketumbar , garam , bumbu sambal , cabe merah keriting , bawang merah , bawang putih"
Nasi kebuli sapi,500 gr Daging Sapi--1 lt Beras--1 siung bawang bombay--15 siung bawang merah--13 siung bawang putih--6 buah bunga lawang--6 buah cengkeh--3 batang kayu manis--6 buah kapulaga--1 sachet bumbu kari (saya pakai merk indofood)--1 buah santan kara kecil--Minyak--Garam--Gula--Bumbu halus--1 sdt lada--1 sdt ketumbar--1 sdt adas--1 buah pala--10 buah cabe merah--Air untuk kaldu dan aron nasi--,"1) Potong kasar semua bawang
2) Haluskan bumbu halus
3) Tumis bawang bawangan hingga harum, lalu masukan bumbu halus dan rempah lainnya,jika sudah harum masukan daging,tambahkan garam dan gula secukupnya,diamkan sampe bubumbu meresap kurleb 10menit tambahkan air sedikit saja dahulu, lalu tambahkan santan dan air secukupnya, masak hingga daging empuk
4) Siapkan beras di panci lalu siram dengan kuah daging yg telah dimasak.. Aron nasi sampai air mengering
5) Pindahkan aron,lalu kukus nasi selama 30 menit.. Setelah 30 menit nasi kebuli siap disajikan","daging sapi , lt beras , bawang bombai , bawang merah , bawang putih , bunga lawang , cengkeh , kayu manis , kapulaga , bumbu kari merk indofood , santan kara , minyak , garam , gula , bumbu halus , lada , ketumbar , adas , pala , cabe merah , air kaldu aron nasi"
Beef Pizza with Mozarella Cheese,Bahan Dought--350 gr tepung segitiga--170 ml air hangat--40 ml minyak--5 gr ragi--1/2 sdt garam--Topping--Saos Bolognese La Fonte--1/2 siung Bawang bombay--Kornet sapi pronas--Sosis sapi champ--Paprika--Mozarella--Minyak untuk menumis--,"1) Campur semua bahan Dought, uleni hingga kalis. Diamkan kurleb 30 menit.
2) Panaskan minyak, tumis bawang bombay, masukan saus bolognes, masukan kornet sapi. Aduk hingga rata setengah matang saja jangan terlalu matang. Angkat sisihkan..
3) Bentuk adonan sesuai selera. Olesi dengan saus bolognes yg sudah di campur, paprika di potong kotak susun di atas loyang, sosis sapi di potong serong susun di atas loyang, taburi dengan parutan mozarella.
4) Panggang dgn suhu 180 derajat kurleb 30menit (sesuai oven masing2)
5) Angkat dan sajikan..
6) Selamat mencoba..","dought , tepung segitiga , air hangat , minyak , ragi , garam , topping , saos bolognese la fonte , bawang bombai , kornet sapi pronas , sosis sapi champ , paprika , mozarella , minyak menumis"
Beef teriyaki,1/2 kg daging sapi--3 bawang putih--1 paprika ijo (aku cabe ijo)--1 paprika merah (skip)--5 sdm sauri saus tiram--1 sdm saus tomat--1 sdm saus cabe (tambah jika kurang)--1 sdm kecap manis--500 ml air mineral--secukupnya Garam dan gula--1 buah bawang bombay--,"1) Iris daging sapi memanjang tipis2 lalu cuci bersih berilah sauri saus tiram aduk2 sampai rata simpan dikulkas selama 1jam
2) Cincang halus bawang putih, iris cabe/paprika memanjang,iris bawang bombay (sesuai selera) lalu tumis cabe, bawang putih dan bawang bombay..Sampai harum.
3) Masukan daging yg disimpan didalam kulkas.. tumis hingga berubah warna/putih,,masukan air mineral kecil kan api masak hingga asat/sisa sedikit air.. masukan saus tomat, saus cabe, kecap, lalu irisan cabe dan bawang bombay masukan kembali Selesai..
4) Note: aku selalu masukan bawang bombay dan paprika /irisan cabe kembali diahir masakan.. Supaya masih keliatan segar bawang bombay dan paprikanya","daging sapi , bawang putih , paprika ijo cabe ijo , paprika merah , sauri saus tiram , saus tomat , saus cabe , kecap manis , air mineral , garam gula , bawang bombai"
Asem asem buncis daging sapi,3 ons daging sengkel/kisi--10 btg buncis iris sesuai selera--1 buah wortel potong dadu--4 gelas air--bumbu :--4 siung bawang merah iris tipis--3 siung bawang putih iris tipis--secukupnya lengkuas--1 buah tomat/ blimbing wuluh--secukupnya asam jawa--secukupnya gula merah--secukupnya kecap manis--daun salam--daun jeruk (blh skip)--cabe sesuai selera (sy skip karna skalian buat sikecil)--secukupnya garam--minyak untuk menumis--,"1) Rebus daging sampe empuk (untuk menghemat waktu, aq presto kurleb 30 menit) buang kotoran yg ada dipermukaan.
2) Tumis duo bawang sampe harum lalu masukkan ke rebusan daging
3) Masukkan bumbu2 lainnya, tunggu sampai airnya menyusut/bumbu meresap ke daging.
4) Setelah bumbu meresap, masukkan wortel dan buncis. tunggu sampai matang.
5) Koreksi rasa. sajikan dgn taburan bawang goreng diatasnya (opsional)","daging sengkel kisi , btg buncis , wortel potong dadu , air , bumbu , bawang merah tipis , bawang putih tipis , lengkuas , tomat blimbing wuluh , asam jawa , gula merah , kecap manis , daun salam , daun jeruk blh , cabe karna skalian sikecil , garam , minyak menumis"
Tongseng Tetelan Sapi,200 gram Tetelan sapi (bisa pakai dagingnya / sengkel sapi)--65 ml Santan Kara dilarutkan dengan air--500 ml Air--3 lembar Kol dari 1/4 Kol--2 buah Tomat merah--3 lembar Daun jeruk--1 lembar Daun salam--1 buah Cengkeh--2 butir Kapulaga (saya tidak pakai)--2 ruas batang kecil Kayu manis--2 batang Sereh--5 buah Cabe merah rawit--2 ruas Lengkuas--2 sdm Kecap manis--Secukupnya Garam--1 1/2 sdt Gula pasir--Sedikit Royco rasa sapi--5 sdm Minyak goreng untuk menumis--Bumbu Halus :--buah Bawang merah--buah Bawang putih--2 butir Kemiri--1 ruas Kunyit--1/4 sdt Merica bubuk--1/2 sdt Ketumbar bubuk--3 buah Cabe merah rawit--Bahan Taburan :--2 batang Daun bawang diiris (saya tidak pakai karena stok habis)--Secukupnya Bawang goreng--,"1) Cuci sebentar daging, potong-potong. Ulek bumbu dengan sedikit garam.
2) Tumis bumbu halus beserta daun jeruk, daun salam, cengkeh, kayu manis, sereh, cabe merah rawit, lengkuas sampai harum dan berubah warna.
3) Masukkan tetelan sapi aduk sampai berubah warna.
4) Masukkan santan, air, cabe merah rawit dan kecap manis
5) Masak sampai daging empuk dan bumbu mengental. Tambahkan garam, gula pasir dan royco. Test rasa.
6) Saat ingin diangkat masukkan kol dan tomat. Sajikan di atas mangkuk, taburi dengan daun bawang dan bawang goreng.
7) Selesai, siap disantap.","tetelan sapi dagingnya sengkel sapi , santan kara dilarutkan air , air , kol kol , tomat merah , daun jeruk , daun salam , cengkeh , kapulaga , kayu manis , serai , cabe merah rawit , lengkuas , kecap manis , garam , gula pasir , royco sapi , minyak goreng menumis , bumbu halus , bawang merah , bawang putih , kemiri , kunyit , merica bubuk , biji ketumbar , cabe merah rawit , taburan , batang daun bawang diiris stok habis , bawang goreng"
Daging Sapi Lada Hitam,"Daging sapi 1/2 kg (iris tipis)--1 Bawang bombai--5 Bawang putih--3 Bawang merah--1 sdm Lada hitam--1 sdm Saus tiram--1 sdm Kecap manis--Paprika (warna apa aja)--Cabai rawit secukupnya (buat yg suka pedas)--Air matang--secukupnya Garam, gula, royco sapi--Minyak sayur--","1) Haluskan bawang merah, bawang putih, lada hitam.
2) Tumis bumbu yg sudah dihaluskan tadi.
3) Setelah harum masukkan daging. Oseng2 hingga berubah warna.
4) Lalu masukkan air, saus tiram dan kecap. Masak hingga daging empuk.
5) Setelah empuk masukkan cabai dan paprika.
6) Terakhir masukkan gula, garam dan royco secukupnya. Sajikan.","daging sapi tipis , bawang bombai , bawang putih , bawang merah , lada hitam , saus tiram , kecap manis , paprika warna , cabai rawit suka pedas , air matang , garam , gula , royco sapi , minyak sayur"
Beef Lasagna Anti Gagal dan Super Lezatos,10 lembar kulit lasagna (saya pakai sanremo)--150 gr keju mozzarella parut kasar--Bumbu saus daging:--250 gr daging sapi cincang--400 ml air--1 bh Bombay ukuran sedang cincang kasar--4 siung bawang putih cincang halus--1 buah wortel--5 sdm saos spaghetti botolan (bolognaise)--3 sdm saos tomat--1/4 sdt oregano--1/4 sdt basil kering--1/2 sdm gula pasir--1 sdt garam--1/2 sdt merica--Bahan saos putih (Bechamel saos)--2 sdm mantega--4 sdm terigu--500 ml susu cair--1/2 sdt merica--1/4 sdt garam--50 gr keju cheddar parut--,"1) Memasak kulit lasagna. Masak cepat dengan api besar. Didihkan air di panci yg lebar. Tambah minyak goreng dan garam. Rebus pasta lasagna kira2 5 menit tiap masukin pasta. Jangan lgsung semua, 5 lembar maksimal sekali masak. Siapkan air dingin dan saringan. Setelah pasta matang, celupkan ke air dingin dan langsung simpan di atas saringan.
2) Saus daging: Tumis bawang putih + Bombay hingga harum. Tambahkan daging cincang, potongan wortel. Masak dgn api sedang. Aduk hingga daging warna kecoklatan. Masukkan air. Aduk hingga menyusut. Tambahkan saos spaghetti, saos tomat, gula, garam, oregano, basil. Masak hingga mengental. Tunggu sampai meletup-letup (matang). Koreksi rasa. Sisihkan.
3) Saos putih: Lelehkan mantega + tepung terigu. Aduk cepat. Tambahkan susu cair secara bertahap sambil diaduk2. Tambah merica, garam, keju. Aduk. Masak hingga keju leleh dan saus mengental.
4) Siapkan pyrex. Oles tipis dgn mantega.
5) Tata 2 lembar kulit lasagna di dasar pyrex. Siram dgn saos daging lalu siram dgn saos putih. Tutup dgn 2 lembar kulit lasagna. Masukkan lagi saos daging lalu siram dgn saos putihn. Terakhir taburi dgn keju mozzarella parut dan oregano hingga rata.
6) Oven selama 40 menit dgn suhu 180 derajat Celsius. 20 menit di api bawah. 20 menit di api atas.","kulit lasagna sanremo , keju mozzarella parut kasar , bumbu saus daging , daging sapi cincang , air , bombai cincang kasar , bawang putih cincang halus , wortel , saos spaghetti botolan bolognaise , saos tomat , oregano , daun kemangi kering , gula pasir , garam , merica , saos putih bechamel saos , mantega , terigu , susu cair , merica , garam , keju cheddar parut"
Abon Daging Sapi #spesialforautism,500 gr daging sapi--1 gelas santan kental--Secukupnya garam--2 sdm minyak kelapa--,"1) Rebus atau kukus daging, sampai matang. Angkat dan giling daging dg blender (gunakan air santan), giling jangan sampai terlalu halus
2) Panaskan minyak lalu masukan daging,, tambahkan garam dan masak sampai daging menjadi kering.
3) Angkat dan dinginkan. Lalu masukan kedalam toples kedap udara.","daging sapi , santan kental , garam , minyak kelapa"
Asem pedas daging sapi yummy😁,"150 gram daging sapi--7 siung bawang merah--5 siung bawang putih--10 tangkai cabe rawit--1 lembar daun salam--Seruas lengkuas--1 sdt asam jawa--Garam,penyedap,royco sckpny--","1) Potong2 daging sapi rebus hingga empuk...
2) Iris tipis duo bawang,potong2 cabe jd 3 bagian lalu geprek lengkuas
3) Jika daging sdh empuk msukkan irisan duo bawang,potongan cabe,lengkuas,daun salam&asam jawa untuk sayuranya sesuaikan stock yg ada dikulkas y bunda...klo saya sndiri sy tambahkan 1 papan tempe yg saya potong dadu sama kacang panjang lalu tambahkan garam,penyedap,royco koreksii rasa jk udah pas angkat sajikan hangat","daging sapi , bawang merah , bawang putih , tangkai cabe rawit , daun salam , lengkuas , asam jawa , garam , penyedap , royco sckpny"
Sapi Lada Hitam,"250 g daging sapi, potong tipis biar cepet empuk--1 paprika hijau, potong kotak--3 cabe merah besar, buang bijinya--1 bawang bombay--3 bawang putih, cincang halus--Bumbu marinate :--2 sdt lada hitam--2 sdm kecap inggris--2 sdt saus tiram--Garam--2 sdm kecap manis--Minyak goreng--","1) Marinate daging kurang lebih 20 menit
2) Panaskan minyak, tumis bawang putih hingga harum, masukan daging. Aduk2 hingga bumbu merata.
3) Masukan bawang bombay, paprika, dan cabe merah, aduk lagi hingga layu. Boleh tambahkan sedikit air (sedikit aja, karna daging sapi juga mengeluarkan air ketika ditumis)
4) Cek rasa, boleh ditambahkan lagi kecap manis, garam, kecap inggris (suka2 aja sesuai selera)
5) Tuang di piring saji, selamat makaaannnn","daging sapi , potong tipis biar cepet empuk , paprika hijau , potong kotak , cabe merah , buang bijinya , bawang bombai , bawang putih , cincang halus , bumbu marinate , lada hitam , kecap inggris , saus tiram , garam , kecap manis , minyak goreng"
Beef Gyudon Bowl,"300 gr daging sapi,Iris tipis--1 bh bawang bombay,potong2--Bumbu:--3 sdm kecap asin--3 sdm gula--2 sdm jus apel(aku pake rice vinegar)--1 sdm dashi bubuk/kaldu bubuk--1 sdm parutan jahe--1.5 cangkir air--Pelengkap:--Wijen sangrai--1 btg daun bawang,Iris halus--","1) Campur semua bahan bumbu
2) Masak bahan bumbu hingga mendidih
3) Masukkan bawang Bombay,didihkan lagi kira2 2 menitan
4) Masukkan daging,masak kira2 5 menit sampai daging matang.Sajikan dgn nasi + pelengkapnya.","daging sapi , tipis , bawang bombai , potong , bumbu , kecap asin , gula , jus apel pake rice vinegar , dashi bubuk kaldu bubuk , parutan jahe , cangkir air , pelengkap , wijen , btg daun bawang , halus"
Tongseng Daging Sapi #herlinwidodo,250 gr daging sapi rebus dan potong2--5 lembar daun Kol / kubis potong2--1 buah bawang bombay iris2--3 batang daun bawang potong2--3 buah tomat potong2--10 buah rawit potong2--2 lembar daun salam--4 batang serai keprek--1 sdm gula merah--5 sdm kecap manis--Secukupnya garam--Secukupnya air--Bumbu halus :--6 siung bawang merah--4 siung bawang putih--1 ruas jahe--1 ruas kunyit--1 ruas lengkuas--1 sdt merica bubuk--1 sdm ketumbar--,"1) Tumis bumbu dan daun salam, serai sampai wangi
2) Tambahkan kecap, gula merah garam dan sedikit air
3) Masukkan irisan daging aduk rata
4) Tambahkan sayuran masak spi matang
5) Paskan rasa siiap disajikan","daging sapi rebus potong , daun kol kubis potong , bawang bombai , batang daun bawang potong , tomat potong , rawit potong , daun salam , serai keprek , gula merah , kecap manis , garam , air , bumbu halus , bawang merah , bawang putih , jahe , kunyit , lengkuas , merica bubuk , ketumbar"
Sop Kaki Sapi,"1/2 bh kaki sapi--4 bh wortel, potong-potong--3 siung bawang putih, cincang halus--1 bh tomat, potong-potong--2 btng daun bawang, potong-potong--3 btng seledri, ikat simpul--Secukupnya garam dan gula pasir--Secukupnya merica bubuk--Secukupnya pala bubuk--Secukupnya bawang goreng, untuk taburan--Secukupnya air--","1) Rebus kaki sapi hingga empuk dan lepas dari tulangnya. Setelah empuk dan lepas dari tulangnya potong-potong sesuai selera motongnya. Masukan lagi ke dalam air rebusannya.
2) Masukan wortel, bawang putih, tomat, garam, gula pasir, pala bubuk, masak hingga wortel matang, lalu masukan merica bubuk, daun bawang, seledri. Masak sebentar, angkat dan sajikan dengan taburan bawang goreng.","kaki sapi , wortel , potong potong , bawang putih , cincang halus , tomat , potong potong , btng daun bawang , potong potong , btng seledri , simpul , garam gula pasir , merica bubuk , pala , bawang goreng , taburan , air"
Rolade Daging Sapi,"Bahan Rolade :--500 gr daging sapi giling--50 gr sagutani--1 sdt garam--1/2 sdt merica--1/4 sdt pala bubuk--2 btr putih telur--2 siung bawang putih, haluskan--100 ml air es--Bahan Dadar :--6 btr telur--6 sdm air--1/2 sdt garam--","1) Campur semua bahan rolade menjadi satu, aduk rata adonan seperti bakso.
2) Ambil 1 lbr dadar telur, atasnya beri adonan rolade. Ratakan.
3) Gulung telur, lakukan sampai adonan habis.
4) Bungkus plastik, ikat ujung-ujungnya dengan tali rafiah. Kukus selama 25 menit.
5) Setelah matang, buka plastiknya, lalu potong-potong sesuai selera.
6) Goreng dalam minyak panas. Tiriskan.","rolade , daging sapi giling , sagutani , garam , merica , pala , putih telur , bawang putih , haluskan , air es , dadar , telur , air , garam"
Rawon Sapi,250 gr daging sapi (has dalam)--1 sdm tepung maizenna--10 lbr daun jeruk (buang batangnya)--1 btg daun bawang--2 btg serai (geprek)--3 gelas air putih--secukupnya Garam--secukupnya Gula--secukupnya Penyedap rasa sapi--1 genggam tauge--Bumbu halus:--3 bh kluwek (ambil isinya)--5 siung bawang merah--4 siung bawang putih--4 bh kemiri--1 sdm ketumbar--1 sdm bubuk jinten--1 ruas jahe (geprek)--4 cm kunyit--secukupnya Lada--5 bh cabe keriting (sesuai selera)--,"1) Bersihkan daging sapi. Rendam dengan tepung tapioka selama 30-60 menit agar cepat empuk.
2) Rebus kluwek hingga air mendidih. Ulek semua bumbu halus.
3) Tumis bumbu halus hingga harum. Masukkan serai dan daun jeruk.
4) Masukkan daging hingga layu. Tambahkam air. Aduk rata.
5) Tambahkan gula, garam, dan penyedap rasa secukupnya. Masukkan tauge.
6) Jika sudah mendidih. Angkat. Taburkan dengan daun bawang. Sajikan dengan nasi hangat.","daging sapi has , tepung maizenna , daun jeruk buang batangnya , btg daun bawang , serai geprek , air putih , garam , gula , penyedap sapi , genggam tauge , bumbu halus , kluwek , bawang merah , bawang putih , kemiri , ketumbar , jinten , jahe , kunyit , lada , cabe keriting"
Pindang Iga Sapi JagisMOTD,500 gr Iga Sapi--2 ruas batang sereh--4 lembar daun salam--3 lembar daun jeruk--2 batang sereh--150 ml asam jawa--15 butir cabai rawit--Kemangi--Bawang goreng--Garam--Gula--Bumbu halus :--8 siung bamer--5 siung baput--1 ruas kunyit--1/2 ruas jahe--1 batang cabe merah besar--3 buah kemiri--1/2 sdt ketumbar--,"1) Cuci iga sapi hingga bersih,lalu masukan ke air mendidih.
2) 1/2 masak daging,masukan sereh+lengkuas(geprek),daun salam,daun jeruk.
3) Tumis bumbu halus,jika sudah harum masukan ke dlam rebusan tulang,lalu tambahkan asam jawa+cabai rawit,garam+gula. Rebus hingga lunak dan kaji rasa.
4) Cara penyajian,ambil beberapa potongan tulang iga kedalam mangkuk saji,lalu taburkan daun kemangi,siramkan kuah dan taburi bawang goreng.
5) Selamat mencoba","iga sapi , serai , daun salam , daun jeruk , serai , asam jawa , cabai rawit , kemangi , bawang goreng , garam , gula , bumbu halus , bamer , bawang putih , kunyit , jahe , batang cabe merah , kemiri , ketumbar"
